# angle	roll	pitch
Units	Deg	urad	urad
6.308	391.41617590300666	402.15732880967334
7.100001	543.6786998469906	398.876109815923
8.120999999999999	687.2145775310055	395.0712920465776
9.486001	803.6978518091073	390.4287162362707
11.406001	906.916623772051	384.8436626298899
14.312000999999999	1014.4638122799424	377.1293073360757
19.244	1138.102936491221	368.5073808312227
29.63	1273.6102996160607	351.68240684199554
41.238001	1335.36004855162	328.15536852511286
